Gene ID	Gene Name	ERR2200171	ERR2200172	ERR2200162	ERR2200168	ERR2200175	ERR2200166	ERR2200167	ERR2200169	ERR2200173	ERR2200170	ERR2200164	ERR2200176	ERR2200163	ERR2200174	ERR2200165
ENSG00000011451	WIZ	256	596	257	204	333	166	223	371	234	150	275	392	209	190	162
ENSG00000011454	RABGAP1	596	628	716	492	602	453	723	646	684	574	763	1450	347	519	425
ENSG00000011465	DCN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000011478	QPCTL	70	180	90	56	178	82	155	111	75	54	93	176	51	96	68
ENSG00000011485	PPP5C	417	539	344	335	1017	266	360	413	359	242	388	848	268	486	251
ENSG00000011523	CEP68	149	146	172	99	190	125	210	108	135	143	195	357	111	163	84
ENSG00000011566	MAP4K3	514	458	589	414	607	453	621	352	563	421	743	938	398	364	333
ENSG00000011590	ZBTB32	44	37	64	37	57	54	46	48	57	35	73	146	36	45	47
ENSG00000011600	TYROBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011638	TMEM159	209	107	255	166	313	162	313	112	189	184	251	217	182	151	156
ENSG00000011677	GABRA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012048	BRCA1	197	122	208	158	740	193	249	149	195	149	247	936	144	439	222
ENSG00000012061	ERCC1	219	263	228	244	407	124	241	207	250	214	304	463	176	176	130
ENSG00000012124	CD22	10	14	8	15	8	3	6	15	23	25	2	16	3	6	0
ENSG00000012171	SEMA3B	475	491	512	374	391	280	460	353	527	380	574	748	322	292	246
ENSG00000012174	MBTPS2	92	72	133	87	116	88	190	54	116	86	127	190	98	86	79
ENSG00000012211	PRICKLE3	90	191	115	76	130	80	86	129	94	82	146	184	59	97	95
ENSG00000012223	LTF	2	4	4	3	5	3	11	1	0	1	10	0	4	0	3
ENSG00000012232	EXTL3	201	237	263	145	315	171	236	147	218	166	300	254	185	154	163
ENSG00000012504	NR1H4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012660	ELOVL5	513	461	552	439	761	430	587	394	453	468	653	1036	390	441	370
ENSG00000012779	ALOX5	2	0	4	3	0	3	0	1	4	1	1	3	1	0	0
ENSG00000012817	KDM5D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012822	CALCOCO1	279	374	273	149	271	129	292	225	274	189	343	394	166	140	131
ENSG00000012963	UBR7	513	543	443	463	1237	347	591	440	546	504	618	1371	314	618	274
ENSG00000012983	MAP4K5	364	279	531	323	593	477	723	281	419	330	600	862	388	368	381
ENSG00000013016	EHD3	266	166	268	220	317	192	240	230	226	228	288	407	190	188	165
ENSG00000013275	PSMC4	1325	1977	1087	1302	2892	830	1185	1821	1364	1371	1270	2000	743	1306	635
ENSG00000013288	MAN2B2	282	404	269	216	341	168	208	302	245	163	296	335	232	186	159
ENSG00000013293	SLC7A14	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000013297	CLDN11	7	3	3	4	6	2	2	5	11	3	0	7	4	0	2
ENSG00000013306	SLC25A39	1811	2841	2974	1403	3182	1734	2484	1971	1933	1325	3587	3216	2033	1684	1532
ENSG00000013364	MVP	557	441	637	428	547	486	557	336	531	392	696	444	498	215	368
ENSG00000013374	NUB1	367	347	403	348	737	274	393	321	407	337	494	812	314	322	266
ENSG00000013375	PGM3	340	194	411	329	582	301	488	188	360	341	526	535	296	272	241
ENSG00000013392	RWDD2A	68	62	67	52	76	40	31	69	67	58	55	93	34	35	27
ENSG00000013441	CLK1	306	118	341	264	505	303	482	175	326	306	487	547	215	239	239
ENSG00000013503	POLR3B	283	187	293	267	526	248	294	290	284	257	376	565	237	263	190
ENSG00000013523	ANGEL1	642	802	791	526	1203	516	669	667	749	553	949	1314	504	556	432
ENSG00000013561	RNF14	571	346	616	505	1251	471	949	405	654	489	825	1256	496	409	428
ENSG00000013563	DNASE1L1	211	334	207	178	385	141	276	206	220	189	314	229	186	139	115
ENSG00000013573	DDX11	180	199	167	180	642	165	271	204	189	141	203	664	112	282	98
ENSG00000013583	HEBP1	99	49	126	57	83	84	91	32	86	40	137	90	101	53	44
ENSG00000013588	GPRC5A	1472	2168	516	863	734	316	363	1193	1572	852	570	825	316	426	279
ENSG00000013619	MAMLD1	28	29	19	9	22	8	14	16	17	15	10	26	9	9	18
ENSG00000013725	CD6	0	0	3	0	2	0	0	0	0	3	0	0	0	1	0
ENSG00000013810	TACC3	91	77	113	96	200	80	78	111	58	67	110	619	56	160	58
ENSG00000014123	UFL1	440	139	328	373	503	366	489	211	406	388	558	709	291	276	238
ENSG00000014138	POLA2	18	26	18	15	61	24	19	34	30	30	29	132	15	41	9
ENSG00000014164	ZC3H3	110	228	117	81	141	68	73	123	136	58	81	156	79	92	73
ENSG00000014216	CAPN1	1470	2283	1564	1114	2133	919	1260	1523	1600	1039	1704	1885	1098	843	772
ENSG00000014257	ACP3	10	8	14	7	5	4	10	3	10	9	12	20	3	2	9
ENSG00000014641	MDH1	918	864	1079	940	2599	796	1362	914	1192	1153	1498	1702	749	1020	731
ENSG00000014824	SLC30A9	581	225	582	543	889	503	803	363	636	558	858	1061	432	457	431
ENSG00000014914	MTMR11	127	199	103	129	221	147	239	117	160	102	127	238	100	114	126
ENSG00000014919	COX15	234	99	220	175	432	154	203	134	317	247	257	367	121	230	136
ENSG00000015133	CCDC88C	626	730	2495	475	1026	1310	1664	624	608	476	2727	1478	1826	549	1104
ENSG00000015153	YAF2	103	38	87	84	125	96	121	53	102	84	118	278	77	75	82
ENSG00000015171	ZMYND11	1079	807	1420	832	1476	1091	1608	675	1155	932	1957	2211	1048	772	934
ENSG00000015285	WAS	12	17	8	8	29	16	5	10	13	3	7	38	4	6	10
ENSG00000015413	DPEP1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000015475	BID	395	376	397	406	784	286	493	333	505	386	490	647	262	372	305
ENSG00000015479	MATR3	52	14	97	46	74	52	60	43	47	47	75	143	40	58	38
ENSG00000015520	NPC1L1	1	9	0	3	3	5	6	8	3	2	3	7	2	0	1
ENSG00000015532	XYLT2	420	482	519	323	1120	324	566	412	428	315	693	862	399	327	331
ENSG00000015568	RGPD5	3	0	4	4	4	0	2	1	0	1	4	5	2	1	1
ENSG00000015592	STMN4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015676	NUDCD3	679	700	750	487	1392	590	830	583	723	535	935	1331	521	549	431
ENSG00000016082	ISL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016391	CHDH	123	101	214	100	325	127	171	96	114	114	122	383	85	141	91
ENSG00000016402	IL20RA	4	0	5	0	0	1	0	1	0	0	6	0	1	3	1
ENSG00000016490	CLCA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602	CLCA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016864	GLT8D1	118	81	101	111	241	75	131	90	121	105	117	262	90	130	52
ENSG00000017260	ATP2C1	290	132	411	277	429	306	392	152	363	280	600	667	265	277	233
ENSG00000017427	IGF1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000017483	SLC38A5	0	0	1	0	0	0	0	4	5	0	1	0	0	0	0
ENSG00000017797	RALBP1	594	588	667	499	1119	477	686	549	604	512	767	1639	415	527	365
ENSG00000018189	RUFY3	102	67	266	87	223	167	225	88	122	116	249	259	192	113	143
ENSG00000018236	CNTN1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
ENSG00000018280	SLC11A1	27	37	29	22	19	27	86	27	32	22	63	30	13	18	28
ENSG00000018408	WWTR1	48	89	44	26	47	31	63	69	35	24	54	95	32	28	26
ENSG00000018510	AGPS	1	0	0	2	0	0	0	0	0	0	6	0	0	0	0
ENSG00000018607	ZNF806	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000018610	STEEP1	215	174	202	197	446	133	218	118	201	221	266	589	131	189	129
ENSG00000018625	ATP1A2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000018699	TTC27	181	83	239	192	463	164	250	158	208	191	293	511	150	217	160
ENSG00000018869	ZNF582	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019102	VSIG2	2	0	0	0	5	0	0	1	1	1	1	0	0	2	1
ENSG00000019144	PHLDB1	215	353	162	155	302	80	187	219	248	167	216	294	130	129	53
ENSG00000019169	MARCO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019186	CYP24A1	5	2	35	6	20	30	24	13	9	3	27	10	28	6	17
ENSG00000019485	PRDM11	49	74	140	50	80	91	126	50	59	56	161	83	69	51	72
ENSG00000019505	SYT13	2	4	0	0	3	0	2	1	0	0	0	0	0	0	0
ENSG00000019549	SNAI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019582	CD74	9	31	90	18	14	51	76	44	21	15	76	19	84	14	47
ENSG00000019991	HGF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019995	ZRANB1	201	88	223	186	372	186	282	150	208	186	244	546	127	149	176
ENSG00000020129	NCDN	385	554	370	320	639	293	349	458	450	333	357	550	267	312	266
ENSG00000020181	ADGRA2	18	21	48	16	27	34	13	8	26	10	22	35	47	12	25
ENSG00000020219	CCT8L1P	0	0	4	1	1	2	4	4	1	1	0	0	2	1	0
ENSG00000020256	ZFP64	182	441	233	179	331	182	149	284	205	167	280	319	192	169	107
ENSG00000020426	MNAT1	267	100	228	294	650	213	396	182	341	355	334	652	151	226	189
ENSG00000020577	SAMD4A	386	523	319	311	311	147	187	410	351	266	401	302	234	123	133
ENSG00000020633	RUNX3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000020922	MRE11	87	56	111	69	300	106	100	56	122	103	161	376	69	182	84
ENSG00000021300	PLEKHB1	55	137	26	42	79	13	22	54	62	43	16	84	16	34	13
ENSG00000021355	SERPINB1	243	146	254	210	298	267	445	171	289	218	330	353	187	151	176
ENSG00000021461	CYP3A43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021488	SLC7A9	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0
ENSG00000021574	SPAST	276	216	374	224	406	337	463	191	314	215	578	616	293	249	286
ENSG00000021645	NRXN3	54	93	80	44	54	84	87	58	62	52	72	125	54	43	69
ENSG00000021762	OSBPL5	90	99	139	59	170	129	135	59	115	50	184	199	90	85	72
ENSG00000021776	AQR	769	792	659	720	1621	563	900	791	757	686	968	1568	480	727	511
ENSG00000021826	CPS1	97	60	82	59	148	91	109	52	99	59	113	150	60	62	71
ENSG00000021852	C8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022267	FHL1	12	19	1	8	11	5	0	4	9	4	3	15	6	7	1
ENSG00000022277	RTF2	650	280	640	585	1275	464	773	354	793	640	755	1209	433	562	356
ENSG00000022355	GABRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022556	NLRP2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022567	SLC45A4	55	55	83	44	103	69	111	67	52	50	111	152	53	37	36
ENSG00000022840	RNF10	495	580	502	472	758	381	678	440	556	351	500	870	328	406	272
ENSG00000022976	ZNF839	162	221	201	210	483	195	303	232	231	181	251	449	178	224	154
ENSG00000023041	ZDHHC6	230	152	218	222	686	194	368	186	253	243	389	647	220	298	179
ENSG00000023171	GRAMD1B	16	9	19	12	6	13	9	14	11	11	17	19	11	6	6
ENSG00000023191	RNH1	716	901	947	731	2046	629	913	897	756	672	1027	1530	673	671	586
ENSG00000023228	NDUFS1	1119	702	1447	901	2259	1012	1895	743	1206	1030	1878	2149	969	987	894
ENSG00000023287	RB1CC1	527	172	572	424	813	447	586	251	602	502	792	1007	372	452	395
ENSG00000023318	ERP44	332	238	293	296	302	276	387	288	301	219	357	547	178	281	195
ENSG00000023330	ALAS1	284	482	244	258	622	215	319	318	307	234	266	616	147	270	161
ENSG00000023445	BIRC3	38	6	67	61	42	77	124	44	41	57	61	41	48	12	69
ENSG00000023516	AKAP11	906	663	1065	752	1154	759	1080	664	930	756	1089	2124	594	727	693
ENSG00000023572	GLRX2	212	53	190	183	440	241	449	111	223	221	358	686	161	225	197
ENSG00000023608	SNAPC1	45	18	44	38	77	41	69	24	56	53	65	121	32	33	34
ENSG00000023697	DERA	61	22	61	62	172	65	134	20	80	68	106	175	42	90	93
ENSG00000023734	STRAP	299	198	273	298	429	231	390	157	331	322	317	603	209	309	184
ENSG00000023839	ABCC2	120	106	204	220	187	316	570	278	185	199	260	282	197	109	318
ENSG00000023892	DEF6	40	21	57	47	131	33	17	27	48	39	43	149	36	56	24
ENSG00000023902	PLEKHO1	32	26	74	21	150	54	58	36	29	32	74	136	37	64	46
ENSG00000023909	GCLM	120	54	106	134	183	174	252	81	159	170	149	280	101	162	123
ENSG00000024048	UBR2	782	547	1032	725	1415	661	1247	666	879	684	1269	1535	674	704	638
ENSG00000024422	EHD2	37	91	30	38	86	21	42	66	31	23	34	83	20	38	28
ENSG00000024526	DEPDC1	95	10	111	81	436	105	206	39	102	73	140	520	65	244	66
ENSG00000024862	CCDC28A	16	5	26	32	34	17	74	18	35	31	61	32	16	27	15
ENSG00000025039	RRAGD	96	70	196	76	125	165	300	89	136	81	237	152	175	50	130
ENSG00000025156	HSF2	67	33	80	88	180	61	71	63	100	99	129	146	44	73	93
ENSG00000025293	PHF20	212	148	253	211	296	172	275	147	266	181	234	533	160	237	139
ENSG00000025423	HSD17B6	2	4	1	2	32	5	21	10	4	7	3	28	2	15	11
ENSG00000025434	NR1H3	59	111	101	90	191	79	110	81	83	66	94	152	67	85	65
ENSG00000025708	TYMP	71	58	146	63	86	114	169	57	68	60	177	142	97	44	124
ENSG00000025770	NCAPH2	134	105	148	151	570	114	224	127	153	131	213	462	115	187	115
ENSG00000025772	TOMM34	296	626	424	223	644	285	384	375	287	256	497	546	324	239	207
ENSG00000025796	SEC63	133	108	185	106	165	129	151	67	163	89	179	302	75	129	72
ENSG00000025800	KPNA6	950	1182	978	664	1661	692	912	819	917	724	1129	1488	594	723	536
ENSG00000026025	VIM	7	31	9	17	15	5	21	8	17	10	7	10	4	8	2
ENSG00000026036	RTEL1-TNFRSF6B	20	5	22	28	53	16	31	19	25	13	26	76	23	24	23
ENSG00000026103	FAS	85	57	37	112	104	28	113	81	132	134	46	106	32	24	20
ENSG00000026297	RNASET2	164	203	145	115	290	117	154	146	146	109	186	222	100	114	104
ENSG00000026508	CD44	108	185	100	67	145	88	68	105	118	71	100	125	61	80	50
ENSG00000026559	KCNG1	25	54	75	49	106	57	46	51	34	29	66	75	41	40	59
ENSG00000026652	AGPAT4	1	6	8	3	17	7	18	5	13	9	5	11	3	6	6
ENSG00000026751	SLAMF7	3	0	0	0	0	1	1	0	1	0	1	0	1	1	0
ENSG00000026950	BTN3A1	42	34	119	60	128	76	103	40	54	39	95	76	77	54	55
ENSG00000027001	MIPEP	74	77	99	68	153	90	176	52	113	75	127	112	70	69	79
ENSG00000027075	PRKCH	145	84	177	122	246	141	219	102	145	139	174	325	136	123	84
ENSG00000027644	INSRR	0	0	0	0	0	1	0	0	1	1	0	5	0	0	0
ENSG00000027697	IFNGR1	237	196	226	257	350	183	350	269	238	259	332	320	163	172	177
ENSG00000027847	B4GALT7	203	338	294	219	615	212	318	310	279	217	304	413	200	238	169
ENSG00000027869	SH2D2A	1	5	0	1	10	3	1	1	2	1	10	2	1	1	0
ENSG00000028116	VRK2	114	48	110	123	192	129	167	80	107	87	190	195	78	95	99
ENSG00000028137	TNFRSF1B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000028203	VEZT	789	836	784	779	1596	585	958	914	925	877	1008	1540	580	728	516
ENSG00000028277	POU2F2	2	2	4	2	3	6	7	0	2	0	0	5	1	1	0
ENSG00000028310	BRD9	134	121	179	119	211	139	228	96	160	116	194	426	128	117	115
ENSG00000028528	SNX1	343	477	311	268	273	238	357	312	316	289	333	575	182	249	230
ENSG00000028839	TBPL1	107	34	82	109	204	94	152	76	110	118	134	180	73	106	60
ENSG00000029153	ARNTL2	60	27	56	40	107	69	77	24	72	55	82	132	54	59	30
ENSG00000029363	BCLAF1	1150	519	1175	903	2058	1027	1421	614	1077	1090	1572	3004	870	1022	819
ENSG00000029364	SLC39A9	1567	918	1635	1376	3325	841	1278	1146	1530	1355	2147	3269	1113	1510	752
ENSG00000029534	ANK1	7	10	7	7	4	6	1	8	7	1	0	15	1	4	0
ENSG00000029559	IBSP	2	0	1	0	0	0	0	0	2	1	0	15	0	2	0
ENSG00000029639	TFB1M	54	18	43	34	61	40	73	35	54	42	69	84	40	51	34
ENSG00000029725	RABEP1	676	427	730	617	896	576	855	507	841	661	876	1544	540	576	449
ENSG00000029993	HMGB3	474	231	712	420	1105	538	895	251	517	457	1076	2100	519	632	548
ENSG00000030066	NUP160	413	305	627	355	725	392	612	291	452	318	595	1091	289	505	353
ENSG00000030110	BAK1	250	191	488	183	291	344	628	187	282	204	589	471	329	224	289
ENSG00000030304	MUSK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000030419	IKZF2	204	116	159	138	156	94	131	95	194	147	163	255	111	156	86
ENSG00000030582	GRN	1391	2645	1872	1221	1861	1334	1264	1758	1541	840	1963	1992	1582	756	1158
ENSG00000031003	FAM13B	255	101	299	183	258	223	263	158	223	215	427	432	208	156	203
ENSG00000031081	ARHGAP31	9	19	5	9	7	5	24	9	15	14	15	20	4	6	7
ENSG00000031691	CENPQ	52	7	54	44	155	54	92	22	60	54	40	294	22	89	61
ENSG00000031698	SARS1	1420	2089	1449	1463	3507	1066	1885	1578	1682	1506	1683	3719	968	1243	936
ENSG00000031823	RANBP3	254	296	208	199	460	188	115	284	240	154	209	546	150	226	96
ENSG00000032219	ARID4A	284	168	364	257	330	265	360	174	319	244	377	867	223	238	274
ENSG00000032389	EIPR1	369	400	362	410	942	251	480	472	450	399	473	689	248	341	242
ENSG00000032444	PNPLA6	150	139	196	107	203	160	206	138	138	74	206	270	124	118	112
ENSG00000032742	IFT88	114	42	124	99	193	92	113	58	123	84	168	246	68	77	84
ENSG00000033011	ALG1	145	208	179	161	408	134	225	223	188	136	207	372	131	159	104
ENSG00000033030	ZCCHC8	203	237	187	160	507	159	281	237	249	202	276	455	116	201	122
ENSG00000033050	ABCF2	209	366	243	220	686	169	286	280	233	221	307	476	169	242	151
ENSG00000033100	CHPF2	406	425	424	354	643	291	479	410	423	342	491	689	317	320	252
ENSG00000033122	LRRC7	3	0	7	0	2	0	4	0	2	2	0	17	2	1	3
ENSG00000033170	FUT8	658	570	711	528	1262	649	769	638	727	541	873	1209	439	522	525
ENSG00000033178	UBA6	805	92	888	704	1167	718	1028	257	883	812	1024	1442	584	654	551
ENSG00000033327	GAB2	126	193	309	78	125	180	191	141	100	77	262	139	210	75	166
ENSG00000033627	ATP6V0A1	505	651	507	345	807	315	423	539	424	347	424	813	349	389	288
ENSG00000033800	PIAS1	540	1035	391	478	784	311	433	737	484	441	468	760	251	401	224
ENSG00000033867	SLC4A7	429	102	418	311	691	372	494	174	375	321	578	927	349	377	302
ENSG00000034053	APBA2	25	20	46	18	64	31	44	26	16	19	64	53	34	16	18
ENSG00000034152	MAP2K3	131	149	146	119	153	111	135	155	138	96	110	227	74	92	54
ENSG00000034239	EFCAB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000034510	TMSB10	9190	15369	11002	7986	21351	6346	12055	10010	9537	7465	14629	21284	7519	5949	6658
ENSG00000034533	ASTE1	87	69	73	87	188	68	98	83	78	84	111	151	45	62	48
ENSG00000034677	RNF19A	536	137	732	457	755	549	881	229	633	562	1008	1124	474	417	447
ENSG00000034693	PEX3	145	52	146	137	379	134	247	95	139	135	192	227	112	112	74
ENSG00000034713	GABARAPL2	398	193	389	351	485	287	500	257	490	364	427	692	249	289	225
ENSG00000034971	MYOC	0	10	0	1	1	2	0	0	0	0	0	0	0	0	0
ENSG00000035115	SH3YL1	389	186	340	258	529	310	484	221	460	298	464	652	216	257	251
ENSG00000035141	FAM136A	529	410	690	482	1111	592	885	423	533	529	936	1236	531	456	510
ENSG00000035403	VCL	736	815	819	649	1125	542	836	691	687	546	924	1382	479	591	469
ENSG00000035499	DEPDC1B	87	93	67	87	455	100	131	141	82	94	142	493	71	231	53
ENSG00000035664	DAPK2	42	34	81	33	89	56	75	36	31	33	89	106	48	40	57
ENSG00000035681	NSMAF	281	258	476	271	557	349	496	271	289	241	549	594	289	260	303
ENSG00000035687	ADSS2	268	52	324	194	476	304	338	116	369	204	444	774	259	222	280
ENSG00000035720	STAP1	1	0	2	0	0	1	2	2	0	0	2	0	0	0	0
ENSG00000035862	TIMP2	117	191	126	74	83	62	58	96	120	84	100	167	77	72	47
ENSG00000035928	RFC1	463	269	372	424	1032	328	549	330	494	510	567	1297	291	528	264
ENSG00000036054	TBC1D23	286	82	243	244	492	212	320	119	342	312	356	427	194	247	193
ENSG00000036257	CUL3	361	182	395	281	365	266	423	220	328	232	376	758	189	329	215
ENSG00000036448	MYOM2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2
ENSG00000036473	OTC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036530	CYP46A1	8	13	17	7	3	9	18	2	7	3	10	8	12	1	13
ENSG00000036549	ZZZ3	463	286	567	429	867	455	698	390	529	411	723	992	403	397	361
ENSG00000036565	SLC18A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036672	USP2	18	49	17	19	22	12	4	33	16	24	20	51	10	12	4
ENSG00000036828	CASR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000037042	TUBG2	129	148	132	88	168	89	125	125	119	89	143	134	82	78	66
ENSG00000037241	RPL26L1	299	212	300	322	544	270	407	234	358	308	350	498	179	323	223
ENSG00000037280	FLT4	18	4	14	13	68	19	34	9	17	8	26	48	9	16	9
ENSG00000037474	NSUN2	466	395	535	392	848	378	573	378	459	434	556	1201	357	438	356
ENSG00000037637	FBXO42	238	348	280	186	371	202	284	266	288	183	303	398	144	188	137
ENSG00000037749	MFAP3	422	196	322	350	676	259	525	289	391	375	461	507	246	307	268
ENSG00000037757	MRI1	150	192	206	165	463	153	224	167	153	147	217	478	181	148	163
ENSG00000037897	METTL1	128	137	107	118	302	66	102	168	124	111	85	289	71	123	83
ENSG00000037965	HOXC8	35	48	27	31	40	23	21	45	36	25	27	85	10	23	19
ENSG00000038002	AGA	124	143	176	141	318	132	233	122	157	164	205	237	142	137	138
ENSG00000038210	PI4K2B	133	15	167	147	190	102	114	20	155	118	283	451	158	163	79
ENSG00000038219	BOD1L1	515	345	480	397	553	353	464	318	598	352	605	1070	311	378	311
ENSG00000038274	MAT2B	287	171	269	303	458	274	364	157	301	258	466	491	259	284	231
ENSG00000038295	TLL1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000038358	EDC4	543	818	546	474	1208	428	643	647	537	452	538	1126	352	516	285
ENSG00000038382	TRIO	529	567	731	429	754	528	588	541	534	384	868	955	500	379	412
ENSG00000038427	VCAN	24	10	10	23	12	6	0	20	9	28	6	19	3	7	3
ENSG00000038532	CLEC16A	344	516	415	248	405	281	372	425	313	243	422	502	268	247	171
ENSG00000038945	MSR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039068	CDH1	5397	9589	6141	3710	5070	3695	4805	5274	5578	3514	6506	7394	3593	3291	3259
ENSG00000039123	MTREX	684	106	670	618	1341	590	967	285	780	761	943	1928	494	715	469
ENSG00000039139	DNAH5	19	6	18	12	25	39	40	13	24	15	48	62	17	15	35
ENSG00000039319	ZFYVE16	688	123	998	553	980	796	1188	281	842	618	1350	1342	717	620	638
ENSG00000039523	RIPOR1	140	242	139	115	105	99	122	155	136	87	114	230	105	71	84
ENSG00000039537	C6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039560	RAI14	193	273	266	182	297	146	190	198	206	178	380	377	195	157	159
ENSG00000039600	SOX30	3	0	0	1	0	0	0	1	0	3	0	0	0	2	1
ENSG00000039650	PNKP	126	122	92	108	242	72	83	86	153	101	110	347	82	155	77
ENSG00000039987	BEST2	3	0	2	1	1	2	0	1	0	2	1	0	2	1	3
ENSG00000040199	PHLPP2	619	439	822	460	807	747	936	489	638	456	797	1155	553	528	604
ENSG00000040275	SPDL1	187	193	227	200	897	192	329	169	204	206	262	965	142	405	158
ENSG00000040341	STAU2	248	256	205	240	437	142	283	269	241	245	317	499	141	218	130
ENSG00000040487	SLC66A1	92	170	165	90	168	109	213	122	96	102	146	219	99	61	90
ENSG00000040531	CTNS	225	319	260	190	409	179	259	233	204	182	342	251	179	149	164
ENSG00000040608	RTN4R	21	84	60	25	69	55	56	48	54	30	55	48	42	47	33
ENSG00000040633	PHF23	513	817	567	508	1116	434	792	648	582	462	653	1104	423	410	413
ENSG00000040731	CDH10	0	0	5	0	0	4	13	0	0	0	2	0	6	0	7
ENSG00000040933	INPP4A	345	410	488	236	440	335	442	295	363	231	526	570	351	240	317
ENSG00000041353	RAB27B	294	50	176	245	307	221	258	99	284	259	236	531	158	229	159
ENSG00000041357	PSMA4	1519	534	1360	1552	3850	1200	2083	1205	1816	1779	1906	3759	916	1560	988
ENSG00000041515	MYO16	29	6	10	18	44	26	31	26	32	21	15	17	17	27	21
ENSG00000041802	LSG1	880	625	994	835	1925	822	1055	704	896	888	1196	2076	723	862	647
ENSG00000041880	PARP3	73	111	100	63	147	95	77	63	73	80	99	70	78	61	67
ENSG00000041982	TNC	3	6	1	0	0	0	0	2	0	0	0	3	2	3	0
ENSG00000041988	THAP3	62	78	66	58	158	71	63	62	78	70	111	149	46	55	65
ENSG00000042062	RIPOR3	87	70	107	113	62	62	91	97	86	96	77	127	53	75	41
ENSG00000042088	TDP1	270	351	300	213	784	239	441	279	286	238	370	776	208	304	187
ENSG00000042286	AIFM2	107	80	167	112	145	151	209	71	92	78	165	274	113	107	104
ENSG00000042304	C2orf83	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000042317	SPATA7	58	50	79	52	102	90	86	61	79	60	134	113	73	59	71
ENSG00000042429	MED17	54	35	47	38	64	49	67	30	46	36	83	127	50	52	51
ENSG00000042445	RETSAT	295	344	329	237	367	248	386	249	332	308	370	413	225	206	274
ENSG00000042493	CAPG	80	12	65	73	137	49	88	60	109	67	107	112	43	38	58
ENSG00000042753	AP2S1	654	605	703	624	1345	471	786	545	755	653	724	1069	448	600	368
ENSG00000042781	USH2A	15	0	5	7	18	12	7	3	7	7	20	16	0	13	5
ENSG00000042813	ZPBP	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3
ENSG00000042832	TG	2	2	4	1	0	3	0	3	1	2	1	4	1	0	4
ENSG00000042980	ADAM28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000043039	BARX2	8	24	13	0	11	13	19	23	2	3	16	19	21	10	7
ENSG00000043093	DCUN1D1	339	85	305	387	447	337	513	144	318	387	500	815	259	332	239
ENSG00000043143	JADE2	670	712	1130	614	1059	748	943	727	662	470	1073	1467	636	659	589
ENSG00000043355	ZIC2	2	16	2	1	8	5	1	1	0	1	5	3	3	3	2
ENSG00000043462	LCP2	4	12	4	3	6	5	0	1	3	3	4	0	3	2	0
ENSG00000043514	TRIT1	80	27	109	98	166	67	110	63	81	73	150	200	68	78	66
ENSG00000043591	ADRB1	3	13	6	1	3	4	0	5	1	2	11	7	11	5	2
ENSG00000044012	GUCA2B	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
